RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Gaussorgues1987,2,138,0,138
Tellez1991,9,76,4,77
Courtney1992,1,23,4,28
Couser1992,0,27,4,23
Darmon1992,18,348,20,352
Tibbalis1992,2,38,11,32
Annene1996,0,33,7,33
Ho1996,0,39,1,38
Harel1997,3,12,5,14
Cheng2006,10,84,11,43
Francois2007,13,380,26,381
Lee2007,1,43,2,43
Shih2007,6,49,8,49
