RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Leal1997,5,8,6,8
Mancebo2006,33,76,35,60
Fernandez2008,8,21,10,19
Taccone2009,64,168,73,174
Guerin2013,38,237,75,229
