RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
van2005,27,33,15,30
Bilotta2007,21,40,22,38
Bilotta2008,23,48,21,49
Bruno2008,22,31,10,15
Bilotta2009,107,241,103,242
Johnston2009,13,24,17,24
Yang2009,34,117,26,116
Coester2010,16,39,13,40
