RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Hachimi2001,4,16,1,14
Haca2002,87,137,69,138
Laurent2005,10,22,9,20
Lopez2012,8,18,2,18
Nielsen2013,238,473,241,466
