RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Stockwell1992,11,59,5,53
Schortgen2001,15,64,27,65
Upadhyay2005,1,29,3,21
Ooi2009,0,45,0,45
Soares2009,1,20,0,20
