RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Meduri1998,2,16,5,8
Confalonieri2005,0,23,6,23
Annane2006,49,85,62,92
Steinberg2006,25,89,26,91
Meduri2007,15,63,12,28
