RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Manzanares18,0,16,0,19
Andrews19,10,127,7,125
Angstwurm31,3,21,9,21
Angstwurm34,110,122,119,124
Forceville35,25,31,18,29
Mishra36,5,18,7,22
