RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Gaussorgues1987,4,138,2,138
Darmon1992,11,327,17,337
Ho1996,7,39,10,38
Cheng2006,8,85,13,43
Francois2007,11,355,76,343
Lee2007,4,40,11,40
