RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Gattinoni2001,12,152,15,152
Guerin2004,50,413,47,378
Curley2005,6,51,5,50
Voggenreiter2005,1,21,1,19
Mancebo2006,6,76,1,60
