RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Young1,5,28,4,23
Peterson2,2,21,8,25
Moore3,5,29,11,30
Kudsk4,9,51,18,45
Woodcock5,6,16,11,21
Adams6,15,23,17,23
Kalfarentzos7,5,18,10,20
Casas8,1,11,3,11
Justo9,2,12,4,10
Harvey10,194,1197,194,1191
Chen11,5,49,18,49
