RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Deppe1990,31,46,15,38
Gallagher1994,13,99,7,99
Adams1997,3,10,3,10
Welte1997,4,27,2,25
Topeli2004,16,41,13,37
