RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Lindner1997,14,20,7,20
Stiel2001,45,104,38,96
Wenzel2004,214,589,186,597
Callaway2006,31,167,37,158
Gueugniaud2008,299,1442,310,1452
Mentzelopoulos2009,39,48,27,52
