RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Still1995,3,19,1,21
Corwin1999,4,80,4,80
Corwin2002,14,650,15,652
Georgopoulos2005,1,100,1,48
Corwin2007,63,728,42,720
Endre2010,2,84,5,78
Nirula2010,0,1,1,5
Voors2010,0,263,0,266
Gerasimov2012,10,42,6,36
Luchette2012,4,96,4,92
Robertson2014,16,102,7,98
Nichol2015,48,305,54,298
