RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Feld1977,10,60,13,61
Bodey1979,7,86,4,78
Bodey1979,14,74,17,92
Feld1984,2,30,7,46
McNabb2001,1,17,2,18
