RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Arnold1994,11,29,19,29
Derdak2002,10,75,15,73
Bollen2005,10,37,5,24
Samransamruajkit2005,0,6,1,10
Mentzelopoulus2007,0,27,2,27
