RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Rivers2001,50,130,70,133
Wang2006,6,16,9,17
Jing2010,57,153,76,148
ARISE2014,147,792,150,796
PROCESS2014,129,405,139,412
