RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Montecalvo1,4,19,6,19
Kortbeek2,10,37,18,43
Taylor3,18,41,26,41
Kearns4,4,21,3,23
Minard5,6,12,7,15
Day6,0,14,2,11
Montejo7,16,50,20,51
Hsu8,5,59,15,32
White9,11,57,5,51
Acosta10,16,50,31,54
Davies2002,2,31,1,35
Davies2012,18,91,19,89
