RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
van2005,16,33,9,30
Bilotta2007,6,40,7,38
Bilotta2008,5,48,6,49
Bruno2008,2,31,0,15
Bilotta2009,68,241,63,242
Johnston2009,3,24,1,25
Yang2009,61,121,62,119
Coester2010,11,39,11,40
