RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
holdgaar1998,1,30,2,30
Freeman2001,0,40,2,40
Massick2001,2,50,5,50
Antonelli2005,0,67,6,72
Silvester2006,3,100,4,100
Lukas2007,10,100,2,105
