RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Powel1,37,83,38,85
Conjero2,11,43,17,33
Griffiths3,23,42,25,42
Ockenga4,4,14,5,14
Fuentes5,4,17,12,16
Xian6,0,20,5,21
Dechelotte7,23,58,32,56
Kumar8,44,63,37,57
Sahin9,2,20,13,20
Fuentes10,9,22,16,22
Andrws11,134,250,131,252
Grau12,24,59,31,68
Scheinder13,13,29,9,29
Heyland14,183,611,166,607
Perez15,45,71,44,71
