RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Lachman1984,1,14,9,19
Greenman1991,40,164,41,152
Ziegler1991,32,105,45,95
Greenberg1992,9,26,6,13
McCloskey1994,427,1113,387,1086
Bone1995,117,264,109,266
Derkx1999,24,131,38,138
Angus2000,210,546,219,544
