RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Taylor1999,35,41,25,41
Arabi2011,53,120,56,120
Rice2011,30,98,33,102
Rice2012,59,508,46,492
Heidegger2013,58,152,41,153
Braunschweig2014,8,38,5,40
Charles2014,29,41,32,42
Arabi2015,161,447,169,445
