RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Fisher1994,18,79,11,25
Fisher1994,177,591,102,302
Abraham1995,196,645,108,326
Dhainaut1995,20,32,6,10
Cohen1996,144,386,66,167
Reinhart1996,44,93,12,29
Opal1997,116,350,126,346
Abraham1998,382,948,398,930
Panacek2004,421,1305,477,1329
