RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Hebert1995,18,33,36,36
Hebert1999,280,418,420,420
Cooper2011,0,11,21,21
Walsh2013,21,51,49,49
Holst2014,312,488,483,489
