RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Meduri1998,2,15,4,7
Confalonieri2005,0,23,6,23
Annane2006,49,85,62,92
Steinberg2006,18,66,24,66
Meduri2007,15,63,12,28
