RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Ables1,8,60,11,59
Eggiman2,2,23,7,20
Garbino3,4,103,10,101
He4,2,22,7,23
Jacobs5,1,32,2,39
Normand6,0,51,0,47
Pelz7,11,130,20,130
Piarroux8,18,478,32,455
Sandven9,17,53,16,56
Slotman10,0,27,5,30
