RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Mehta1997,1,14,1,13
Park2001,0,7,3,9
Cross2003,1,35,4,36
Bellone2004,2,24,1,22
Crane2004,1,20,1,20
Park2004,2,27,2,27
Bellone2005,2,18,1,18
