RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Dunham1984,20,34,20,40
Rodriguez1990,40,51,53,55
Sugerman1997,26,53,32,59
Saffle2002,21,21,22,23
Bouderka2004,18,31,19,31
Rumbak2004,3,60,15,60
Barquist2006,28,29,28,31
Blot2008,30,61,31,62
Terragni2010,30,209,44,210
Bylappa2011,3,22,13,22
Trouillet2011,50,109,47,107
Koch2012,19,50,32,50
Zheng2012,17,58,30,61
