RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Dippel2001,17,26,6,12
Dippel2001,13,25,6,12
Koennecke2001,5,20,10,22
Krieger2001,5,10,8,9
Kasner2002,14,20,13,19
Castillo2003,15,31,14,29
Dippel2003,13,26,6,13
Dippel2003,9,24,6,12
De2004,13,18,13,22
