RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Slotman1987,1,35,5,36
Leon1990,11,24,10,27
Eggimann1999,4,25,9,22
Parizkova2000,0,18,0,20
Pelz2001,7,130,16,130
Garbino2002,3,104,11,102
Sandven2002,5,53,10,56
He2003,2,22,7,23
Jacobs2003,0,32,1,3
Normand2005,0,51,0,47
Schuster2008,6,123,11,127
Giglio2012,0,49,0,50
Namikawa2013,0,13,0,13
Ostrosky2014,1,102,7,87
NCT48750,0,51,2,51
NCT1122368,13,117,11,124
