RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Holcroft1986,9,21,13,20
Shoemaker1986,4,5,4,4
Rossignon1990,4,11,8,12
Slotman1992,42,72,38,75
Abraham1996,1,17,2,8
Abraham1999,57,176,50,170
Vincent2001,21,70,9,32
