RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Fourrier2000,5,30,17,30
Fourrier2005,13,114,12,114
Cabov2010,1,17,6,23
Berry2011,4,71,1,78
ozcaka2012,12,32,22,34
