RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Weigelt1985,11,25,6,14
Beranard1987,30,50,31,49
Bone1987,26,50,8,38
Luce1988,9,13,12,14
Meduri1998,2,16,5,8
Annane2006,54,85,67,92
Steinberg2006,26,89,26,91
Meduri2007,15,63,12,28
