RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Halpenny1,0,14,0,13
Caimmi2,0,80,3,80
Pittarello3,0,12,0,12
Sheinbaum4,3,28,4,30
Biancofiore5,1,46,2,94
Morelli6,10,50,21,150
Renzini7,0,15,0,15
Bove8,4,40,4,40
McCune9,1,10,3,10
Tumlin10,13,80,19,75
Brienza11,2,50,3,50
