RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Gajic2004,32,100,12,66
Michelet2006,6,26,3,26
Yilmaz2007,60,212,17,163
Licker2009,20,533,5,558
Determann2010,10,74,2,76
Fernandez2011,5,75,7,154
Yang2011,4,50,1,50
Weingarten2012,1,20,0,20
