RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Vassar1990,11,32,7,27
Younes1992,7,35,8,35
Vassar1993,11,85,14,84
Vassar1993,20,50,23,45
Simma1998,0,17,2,15
Cooper2004,51,113,60,113
