RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Kortbeek1999,10,37,18,43
Kearns2000,4,21,3,23
Montejo2002,16,50,20,51
Hsu2009,5,59,15,62
White2009,5,50,11,54
Acosta2010,16,50,31,54
Davies2012,18,91,19,89
Hung2012,5,50,9,51
