RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
NICE4,272,1111,222,1121
Farah5,3,10,8,11
Yu7,4,28,4,27
Mitchell8,1,12,1,15
Azevedo9,10,69,17,69
Preiser11,49,280,42,297
Brunkhorst12,49,135,45,147
Lapichino13,3,15,8,19
He14,7,31,15,35
Zhang15,1,152,4,152
De16,54,131,48,127
Arabi17,6,43,10,45
MacKenzie18,13,59,11,51
van21,55,765,85,783
Grey22,4,34,6,27
Bilotta23,6,40,7,38
He24,7,150,6,38
Bilotta25,5,48,6,49
