RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Antonelli2000,4,20,10,20
Delclaux2000,13,62,15,61
Martin2000,5,32,10,29
Keenan2002,6,39,10,42
Ferrer2003,9,51,21,54
Esteban2004,28,114,15,107
Zhan2012,1,21,5,19
Frat2015,27,110,18,94
