RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Ambesh1998,0,40,0,40
Nates2000,0,52,2,48
van2001,0,63,5,64
Kaiser2006,2,48,0,52
Yurtseven2007,0,22,0,41
