RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Kerver1988,15,49,27,47
Brun1989,7,36,5,50
Hunefeld1989,19,102,35,102
Ulrich1989,10,48,12,52
Tetteroo1990,1,56,1,58
Aerdts1991,1,17,16,39
Blair1991,5,124,16,131
Zobel1991,1,25,4,25
Cerra1992,5,25,12,21
Cockerill1992,4,75,11,75
Hammond1992,8,114,9,125
Jacobs1992,5,36,7,43
Rocha1992,3,47,10,54
Korinek1993,2,63,6,60
Rolando1993,1,28,1,31
Bion1994,2,21,1,31
