RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Myburgh1,336,3243,301,3263
Perner2,148,398,127,400
James3,14,56,23,53
Brunkhorst24,91,261,62,272
Bulger26,2,110,2,99
Guidet33,24,100,19,96
Gurbuz34,9,100,6,100
Hamaji35,1,24,0,24
Lee41,1,53,0,53
Magder42,19,119,18,118
Mattox44,0,184,1,175
Soares56,1,20,0,20
Yates65,4,104,0,98
Younes67,1,101,3,111
