RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Azevedo2007,9,31,5,17
Bilotta2009,134,241,139,242
Yang2009,83,117,90,116
Coester2010,23,39,27,40
Green2010,32,45,24,36
