RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Andrews1,104,251,121,251
Maderazo2,13,28,5,18
Nathens3,36,301,44,294
Porter4,5,9,8,9
Preiser5,3,20,1,17
BergerA2001,5,9,5,12
BergerB2001,3,11,5,12
Angstwurm2007,10,116,10,122
Berger2008,36,102,34,98
El2009,5,36,7,34
Manzanares2011,1,15,6,16
