RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Palumbo2006,4,10,3,10
Dolecek2009,6,20,4,26
Dubin2010,2,12,7,13
Gondos2010,13,24,11,22
Zhu2011,2,45,4,45
Guidet2012,40,100,32,96
Lv2012,7,22,12,22
Myburgh2012,248,979,224,956
Perner2012,201,398,172,400
Siegemund2012,44,117,50,124
Annane2013,120,375,213,594
