RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Diehl1982,2,27,0,33
Shatney1983,0,16,0,16
Altman1998,0,27,0,33
Dehne2001,0,15,0,15
Schortgen2001,27,65,15,64
Fernandez2005,1,10,0,10
Brunkhorst2008,91,261,62,272
Godet2008,8,32,7,33
Abdel2010,1,67,1,68
Akech2010,0,20,0,39
Heradstveit2010,2,10,0,9
Du2011,0,21,0,21
Lee2011,1,53,0,53
Shmyrev2011,3,8,1,7
Yang2011,0,26,0,30
