RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Martin200,9,32,17,29
Confalonieri1999,6,28,14,28
Antonelli2000,3,20,10,20
Delclaux2000,21,62,24,61
Keenan2002,28,39,29,42
Ferrer2003,13,51,28,54
Esteban2004,55,114,51,107
Squadrone2005,1,105,10,104
Thompson2008,7,35,17,34
Squadrone2010,2,20,14,20
Zhan2012,1,21,4,19
Ornico2013,1,20,7,18
Zhu2013,9,48,38,47
Brambilla2014,2,40,1,41
Frat2015,55,110,44,94
Lemiale2015,73,191,82,183
