RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Levy1996,1,32,5,35
Phillips1998,6,33,4,25
De2000,5,38,4,38
Kantorova2004,8,72,7,71
Conrad2005,20,178,17,181
Kotylanskaya2007,2,45,4,21
Somberg2008,16,167,3,35
Solouki2009,8,61,6,68
Bhanot2010,11,50,13,50
Bashar2013,18,60,6,60
Fogas2013,9,38,10,41
Liu2013,14,58,12,54
Lee2014,1,30,1,30
