RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Bauer2000,17,60,17,60
Casaer2011,255,2312,257,2328
Kutsogiannis2011,65,188,60,170
Kutsogiannis2011,65,188,712,2562
