RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Gutierrez1992,35,56,40,63
Ivatury1996,3,30,7,27
Pargger1998,1,29,2,26
Gomersali2000,36,77,44,77
Hameed2005,3,50,5,54
Palizas2009,18,64,20,66
