RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
cader2010,11,21,8,20
Martin2011,25,35,16,34
Condessa2013,38,45,39,47
Elbouhy2014,18,20,11,20
Pascotini2014,7,7,4,7
