RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Auriant2001,5,24,12,24
Bohner2002,1,99,5,105
Kindgen2005,1,25,4,25
Squadrone2005,1,105,10,104
Zarbock2009,3,232,6,236
