RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Fanning1991,7,49,14,50
Paprikka1993,20,69,18,70
Caspi1995,22,50,18,48
Karmy1995,12,46,13,54
Nurozler1996,1,25,5,25
Treggiari2000,11,47,14,51
Yilmaz2000,1,15,3,15
Bert2001,24,63,23,60
Toraman2001,2,100,21,100
Dagdelen2002,2,93,20,55
Forlani2002,8,54,19,50
Kaplan2003,15,100,16,100
Hazelrigg2004,32,105,41,97
Zangrillo2005,16,80,18,80
Bhudia2006,57,174,64,176
