RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Terragni2010,72,144,75,138
Trouillet2011,12,74,17,74
Koch2012,10,50,11,50
Bosel2013,8,30,18,30
Young2013,207,451,217,448
Diaz2014,67,245,78,244
Mohamed2014,8,20,8,20
