RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Angstwurm1999,3,21,9,21
Angstwurm2007,110,122,119,124
Forceville2007,25,31,18,29
Mishra2007,5,18,7,22
Manzanares2011,14,16,15,19
Signet2011,20,251,17,251
