RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Niinikoski1993,0,39,1,47
Graham2002,6,274,16,266
Roy2003,6,216,4,196
Dela2006,3,180,3,190
Schmitt2006,15,111,27,110
Namias2007,9,250,8,250
