RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Shoemaker1988,11,58,7,30
Pearson1989,1,152,1,74
Isaacson1990,1,49,0,53
Joyce1990,0,21,0,19
Berlauk1991,1,68,2,21
Guyatt1991,10,16,9,17
Bender1997,1,51,1,53
Valentine1998,3,60,1,60
Rhodes2002,46,96,50,105
Richard2003,199,335,208,341
Sandham2003,78,997,77,997
Harvey2005,346,506,337,507
NHLBI2006,140,513,128,487
