RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Brook1999,10,162,21,159
Kress2000,12,68,16,60
Buck2008,26,153,23,159
Grand2008,21,167,34,168
Weisbrodt2011,8,26,13,24
