RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Dellinger1998,20,120,7,57
Kinsella1999,2,48,2,32
Lundin1999,28,80,12,74
Payen1999,33,98,26,105
Taylor2004,12,192,8,193
Perrin2006,1,15,1,15
Fernandes2011,0,14,1,15
Potapov2011,10,73,8,77
Lang2014,3,40,7,40
Trzeciak2014,2,26,1,23
