RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Mori2000,18,36,2,18
Hachimi2001,8,16,2,17
bernard2002,21,43,9,34
HACA2002,75,136,54,137
Nielsen2013,218,469,22,464
