RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Theaker2002,74,186,19,38
Rupp2005,68,454,8,46
Watz2010,22,412,2,27
Arvaniti2012,18,89,34,213
Timsit2013,124,1127,122,1400
