RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Van2006,214,595,228,605
Brunkhorst2008,98,247,102,290
Iapichino2008,13,45,11,45
Bilotta2009,63,241,68,242
Kreisel2009,4,20,2,20
Meng2009,61,121,62,119
NICE2009,829,3054,751,3050
Savioli2009,14,45,13,45
Coester2010,11,42,11,46
Green2010,16,45,9,36
Arabi2011,45,120,45,120
