RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Akech2000,1,44,7,44
Dolecek2000,4,30,6,26
Friedman2000,5,15,10,27
Maitland2000,4,23,3,20
Metildi2000,10,12,11,12
Rackow2000,5,7,6,11
SAFE2000,185,603,217,615
van2000,2,6,7,18
Veneman2000,5,8,14,25
Boldt2001,5,15,5,15
Maitland2001,2,56,11,61
Rackow2001,5,10,5,10
Boldt2002,4,15,5,15
Boldt2003,7,14,6,14
Boldt2004,4,14,5,14
Boldt2005,6,14,4,14
Boldt2006,25,75,21,75
