RCT,interventionEvent,interventionTotal,controlEvent,controlTotal
Deppe1990,12,46,11,38
Johnson1994,8,16,10,19
Combes2000,4,54,9,50
Cordero2000,5,67,6,66
Zeitoun2003,7,23,11,24
Topeli2004,13,41,9,37
Lorente2005,43,210,42,233
Lorente2006,33,236,31,221
